no,provinsi,kota,kecamatan,kelurahan,nama_sppg
237,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
238,JAWA BARAT,KOTA CIREBON,KESAMBI,KESAMBI,SPPG Kota Cirebon Kesambi Kesambi 2
239,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
240,JAWA BARAT,BOGOR,TAMANSARI,SUKAMANTRI,SPPG Bogor Tamansari Sukamantri 5
241,JAWA BARAT,KOTA CIREBON,KESAMBI,KESAMBI,SPPG Kota Cirebon Kesambi Kesambi 2
242,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
243,JAWA BARAT,BOGOR,CIBINONG,TENGAH,SPPG Bogor Cibinong Tengah
244,JAWA BARAT,BEKASI,TARUMAJAYA,SETIA MULYA,SPPG Bekasi Tarumajaya Setia Mulya
245,JAWA BARAT,CIAMIS,CIAMIS,SINDANGRASA,SPPG Ciamis Ciamis Sindangrasa
246,JAWA BARAT,SUKABUMI,PARAKANSALAK,BOJONGLONGOK,SPPG Sukabumi Parakansalak Bojonglongok 2
247,JAWA BARAT,CIREBON,KARANGWARENG,SUMURKONDANG,SPPG Cirebon Karangwareng Sumurkondang
248,JAWA BARAT,BOGOR,CILEUNGSI,CIPEUCANG,SPPG Bogor Cileungsi Cipeucang
249,JAWA BARAT,INDRAMAYU,INDRAMAYU,KARANGSONG,SPPG Indramayu Indramayu Karangsong
250,JAWA BARAT,BOGOR,TAMANSARI,SUKAMANTRI,SPPG Bogor Tamansari Sukamantri 5
251,JAWA BARAT,BANDUNG,MAJALAYA,PADAULUN,SPPG Bandung Majalaya Padaulun 3
252,JAWA BARAT,KOTA BANJAR,PATARUMAN,SINARTANJUNG,SPPG Kota Banjar Pataruman Sinartanjung
253,JAWA BARAT,SUKABUMI,PARUNGKUDA,PONDOKKASO LANDEUH,SPPG Sukabumi Parungkuda Pondokkaso Landeuh
254,JAWA BARAT,KARAWANG,KARAWANG BARAT,NAGASARI,SPPG Karawang Karawang Barat Nagasari 3
255,JAWA BARAT,GARUT,PAMEUNGPEUK,JATIMULYA,SPPG Garut Pameungpeuk Jatimulya
256,JAWA BARAT,BEKASI,PEBAYURAN,SUMBEREJA,SPPG Bekasi Pebayuran Sumbereja
257,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
258,JAWA BARAT,KOTA CIREBON,KESAMBI,KESAMBI,SPPG Kota Cirebon Kesambi Kesambi 2
259,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
260,JAWA BARAT,BOGOR,TAMANSARI,SUKAMANTRI,SPPG Bogor Tamansari Sukamantri 5
261,JAWA BARAT,TASIKMALAYA,RAJAPOLAH,SUKANAGALIH,SPPG Tasikmalaya Rajapolah Sukanagalih 3
262,JAWA BARAT,KARAWANG,KARAWANG BARAT,KARAWANG KULON,SPPG Karawang Karawang Barat Karawang Kulon 1
263,JAWA BARAT,SUKABUMI,SUKARAJA,SUKAMEKAR,SPPG Sukabumi Sukaraja Sukamekar
264,JAWA BARAT,SUKABUMI,CIREUNGHAS,CIREUNGHAS,SPPG Sukabumi Cireunghas Cireunghas
265,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,BATUJAJAR BARAT,SPPG Bandung Barat Batujajar Batujajar Barat 2
266,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
267,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
268,JAWA BARAT,BOGOR,GUNUNG PUTRI,CIKEAS UDIK,SPPG Bogor Gunung Putri Cikeas Udik
269,JAWA BARAT,GARUT,KADUNGORA,CISAAT,SPPG Garut Kadungora Cisaat
270,JAWA BARAT,BOGOR,TAMANSARI,SUKAMANTRI,SPPG Bogor Tamansari Sukamantri 5
271,JAWA BARAT,GARUT,KADUNGORA,CISAAT,SPPG Garut Kadungora Cisaat
272,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,BATUJAJAR BARAT,SPPG Bandung Barat Batujajar Batujajar Barat 2
273,JAWA BARAT,SUBANG,CIBOGO,BELENDUNG,SPPG Subang Cibogo Belendung
274,JAWA BARAT,KUNINGAN,KRAMATMULYA,KARANGMANGU,SPPG Kuningan Kramatmulya Karangmangu
275,JAWA BARAT,BOGOR,GUNUNG PUTRI,CIKEAS UDIK,SPPG Bogor Gunung Putri Cikeas Udik
276,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
277,JAWA BARAT,SUKABUMI,CIREUNGHAS,CIREUNGHAS,SPPG Sukabumi Cireunghas Cireunghas
278,JAWA BARAT,KOTA CIREBON,KESAMBI,KESAMBI,SPPG Kota Cirebon Kesambi Kesambi 2
279,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KALER,KOPO,SPPG Kota Bandung Bojongloa Kaler Kopo 2
280,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
281,JAWA BARAT,GARUT,PAMEUNGPEUK,JATIMULYA,SPPG Garut Pameungpeuk Jatimulya
282,JAWA BARAT,BEKASI,KARANG BAHAGIA,SUKARAYA,SPPG Bekasi Karang Bahagia Sukaraya 2
283,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,BATUJAJAR BARAT,SPPG Bandung Barat Batujajar Batujajar Barat 2
284,JAWA BARAT,SUKABUMI,SUKARAJA,SUKAMEKAR,SPPG Sukabumi Sukaraja Sukamekar
285,JAWA BARAT,GARUT,KADUNGORA,CISAAT,SPPG Garut Kadungora Cisaat
286,JAWA BARAT,BOGOR,GUNUNG PUTRI,CIKEAS UDIK,SPPG Bogor Gunung Putri Cikeas Udik
287,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
288,JAWA BARAT,SUKABUMI,CIREUNGHAS,CIREUNGHAS,SPPG Sukabumi Cireunghas Cireunghas
289,JAWA BARAT,SUBANG,CIBOGO,BELENDUNG,SPPG Subang Cibogo Belendung
290,JAWA BARAT,CIANJUR,PACET,SUKANAGALIH,SPPG Cianjur Pacet Sukanagalih 4
291,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
292,JAWA BARAT,KOTA CIREBON,KESAMBI,KESAMBI,SPPG Kota Cirebon Kesambi Kesambi 2
293,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
294,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,BATUJAJAR BARAT,SPPG Bandung Barat Batujajar Batujajar Barat 2
295,JAWA BARAT,SUBANG,CIBOGO,BELENDUNG,SPPG Subang Cibogo Belendung
296,JAWA BARAT,KOTA DEPOK,SAWANGAN,KEDAUNG,SPPG Kota Depok Sawangan Kedaung 1
297,JAWA BARAT,GARUT,PAMEUNGPEUK,JATIMULYA,SPPG Garut Pameungpeuk Jatimulya
298,JAWA BARAT,KUNINGAN,KRAMATMULYA,KARANGMANGU,SPPG Kuningan Kramatmulya Karangmangu
299,JAWA BARAT,BEKASI,KARANG BAHAGIA,SUKARAYA,SPPG Bekasi Karang Bahagia Sukaraya 2
300,JAWA BARAT,CIAMIS,SINDANGKASIH,GUNUNGCUPU,SPPG Ciamis Sindangkasih Gunungcupu 3
301,JAWA BARAT,SUBANG,SAGALAHERANG,SAGALAHERANG KALER,SPPG Subang Sagalaherang Sagalaherang kaler
302,JAWA BARAT,CIANJUR,SUKALUYU,SINDANGRAJA,SPPG Cianjur Sukaluyu Sindangraja
303,JAWA BARAT,KOTA DEPOK,TAPOS,SUKAMAJU BARU,SPPG Kota Depok Tapos Sukamaju Baru
304,JAWA BARAT,KOTA BEKASI,BEKASI UTARA,HARAPANBARU,SPPG Kota Bekasi Bekasi Utara Harapanbaru
305,JAWA BARAT,INDRAMAYU,TERISI,JATIMULYA,SPPG Indramayu Terisi Jatimulya
306,JAWA BARAT,SUBANG,SUBANG,SUKAMELANG,SPPG Subang Subang Sukamelang 4
307,JAWA BARAT,GARUT,SUKAWENING,MARIPARI,SPPG Garut Sukawening Maripari 2
308,JAWA BARAT,GARUT,CISURUPAN,CISURUPAN,SPPG Garut Cisurupan Cisurupan 2
309,JAWA BARAT,SUKABUMI,JAMPANGTENGAH,JAMPANGTENGAH,SPPG Sukabumi Jampangtengah Jampangtengah
310,JAWA BARAT,CIAMIS,SINDANGKASIH,GUNUNGCUPU,SPPG Ciamis Sindangkasih Gunungcupu 3
311,JAWA BARAT,KOTA CIREBON,KESAMBI,KESAMBI,SPPG Kota Cirebon Kesambi Kesambi 2
312,JAWA BARAT,CIANJUR,SUKALUYU,TANJUNGSARI,SPPG Cianjur Sukaluyu Tanjungsari
313,JAWA BARAT,SUKABUMI,CISAAT,SUKASARI,SPPG Sukabumi Cisaat Sukasari 2
314,JAWA BARAT,INDRAMAYU,TUKDANA,LAJER,SPPG Indramayu Tukdana Lajer 2
315,JAWA BARAT,TASIKMALAYA,JAMANIS,TANJUNGMEKAR,SPPG Tasikmalaya Jamanis Tanjungmekar 3
316,JAWA BARAT,GARUT,PASIRWANGI,PADAMUKTI,SPPG Garut Pasirwangi Padamukti 2
317,JAWA BARAT,BOGOR,PARUNG PANJANG,KABASIRAN,SPPG Bogor Parung Panjang Kabasiran 4
318,JAWA BARAT,KOTA BANDUNG,BUAHBATU,MARGASARI,SPPG Kota Bandung Buahbatu Margasari 4
319,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KALER,KOPO,SPPG Kota Bandung Bojongloa Kaler Kopo 2
320,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
321,JAWA BARAT,GARUT,KADUNGORA,CISAAT,SPPG Garut Kadungora Cisaat
322,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,BATUJAJAR BARAT,SPPG Bandung Barat Batujajar Batujajar Barat 2
323,JAWA BARAT,SUBANG,CIBOGO,BELENDUNG,SPPG Subang Cibogo Belendung
324,JAWA BARAT,KUNINGAN,KRAMATMULYA,KARANGMANGU,SPPG Kuningan Kramatmulya Karangmangu
325,JAWA BARAT,BOGOR,BOJONG GEDE,RAWAPANJANG,SPPG Bogor Bojong Gede Rawapanjang 2
326,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
327,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
328,JAWA BARAT,BOGOR,GUNUNG PUTRI,CIKEAS UDIK,SPPG Bogor Gunung Putri Cikeas Udik
329,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KALER,KOPO,SPPG Kota Bandung Bojongloa Kaler Kopo 2
330,JAWA BARAT,BOGOR,TAMANSARI,SUKAMANTRI,SPPG Bogor Tamansari Sukamantri 5
331,JAWA BARAT,KOTA DEPOK,SAWANGAN,KEDAUNG,SPPG Kota Depok Sawangan Kedaung 1
332,JAWA BARAT,GARUT,MALANGBONG,SUKAJAYA,SPPG Garut Malangbong Sukajaya
333,JAWA BARAT,SUKABUMI,CIREUNGHAS,CIREUNGHAS,SPPG Sukabumi Cireunghas Cireunghas
334,JAWA BARAT,BOGOR,GUNUNG PUTRI,CIKEAS UDIK,SPPG Bogor Gunung Putri Cikeas Udik
335,JAWA BARAT,SUKABUMI,SUKARAJA,SUKAMEKAR,SPPG Sukabumi Sukaraja Sukamekar
336,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
337,JAWA BARAT,KOTA CIREBON,KESAMBI,KESAMBI,SPPG Kota Cirebon Kesambi Kesambi 2
338,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
339,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,BATUJAJAR BARAT,SPPG Bandung Barat Batujajar Batujajar Barat 2
340,JAWA BARAT,GARUT,KADUNGORA,KADUNGORA,SPPG Garut Kadungora Kadungora
341,JAWA BARAT,CIREBON,KARANGWARENG,SUMURKONDANG,SPPG Cirebon Karangwareng Sumurkondang
342,JAWA BARAT,BOGOR,CILEUNGSI,CIPEUCANG,SPPG Bogor Cileungsi Cipeucang
343,JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,NAGARAWANGI,SPPG Kota Tasikmalaya Cihideung Nagarawangi
344,JAWA BARAT,BEKASI,MUARAGEMBONG,PANTAI BAKTI,SPPG Bekasi Muaragembong Pantai Bakti
345,JAWA BARAT,GARUT,BL. LIMBANGAN,CIJOLANG,SPPG Garut Bl. Limbangan Cijolang
346,JAWA BARAT,BANDUNG BARAT,PADALARANG,PADALARANG,SPPG Bandung Barat Padalarang Padalarang
347,JAWA BARAT,BANDUNG,MAJALAYA,PADAULUN,SPPG Bandung Majalaya Padaulun 3
348,JAWA BARAT,KOTA BANJAR,PATARUMAN,SINARTANJUNG,SPPG Kota Banjar Pataruman Sinartanjung
349,JAWA BARAT,SUKABUMI,PARUNGKUDA,PONDOKKASO LANDEUH,SPPG Sukabumi Parungkuda Pondokkaso Landeuh
350,JAWA BARAT,CIAMIS,SINDANGKASIH,GUNUNGCUPU,SPPG Ciamis Sindangkasih Gunungcupu 3
351,JAWA BARAT,KOTA CIREBON,KESAMBI,KESAMBI,SPPG Kota Cirebon Kesambi Kesambi 2
352,JAWA BARAT,KOTA BANDUNG,BOJONGLOA KALER,KOPO,SPPG Kota Bandung Bojongloa Kaler Kopo 2
353,JAWA BARAT,INDRAMAYU,BONGAS,CIPAAT,SPPG Indramayu Bongas Cipaat 1
354,JAWA BARAT,BEKASI,CIKARANG UTARA,KARANGASIH,SPPG Bekasi Cikarang Utara Karangasih
355,JAWA BARAT,KOTA BEKASI,MUSTIKAJAYA,PADURENAN,SPPG Kota Bekasi Mustikajaya Padurenan
356,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,KERTAMAYA,SPPG Kota Bogor Bogor Selatan Kertamaya
357,JAWA BARAT,MAJALENGKA,KERTAJATI,MEKARJAYA,SPPG Majalengka Kertajati Mekarjaya
358,JAWA BARAT,BANDUNG,MAJALAYA,BOJONG,SPPG Bandung Majalaya Bojong
359,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
360,JAWA BARAT,CIAMIS,SINDANGKASIH,GUNUNGCUPU,SPPG Ciamis Sindangkasih Gunungcupu 3
361,JAWA BARAT,PURWAKARTA,BOJONG,CIBINGBIN,SPPG Purwakarta Bojong Cibingbin
362,JAWA BARAT,CIREBON,PALIMANAN,PALIMANAN TIMUR,SPPG Cirebon Palimanan Palimanan Timur
363,JAWA BARAT,SUKABUMI,CIREUNGHAS,CIREUNGHAS,SPPG Sukabumi Cireunghas Cireunghas
364,JAWA BARAT,KARAWANG,KOTA BARU,PANGULAH UTARA,SPPG Karawang Kota Baru Pangulah Utara
365,JAWA BARAT,GARUT,SUKARESMI,SUKARESMI,SPPG Garut Sukaresmi Sukaresmi
366,JAWA BARAT,TASIKMALAYA,SINGAPARNA,CIPAKAT,SPPG Tasikmalaya Singaparna Cipakat 2
367,JAWA BARAT,BEKASI,CIKARANG SELATAN,PASIRSARI,SPPG Bekasi Cikarang Selatan Pasirsari
368,JAWA BARAT,KUNINGAN,CIBINGBIN,CIBINGBIN,SPPG Kuningan Cibingbin Cibingbin 3
369,JAWA BARAT,BOGOR,BOJONG GEDE,RAWAPANJANG,SPPG Bogor Bojong Gede Rawapanjang 3
370,JAWA BARAT,SUKABUMI,SUKARAJA,SUKAMEKAR,SPPG Sukabumi Sukaraja Sukamekar
371,JAWA BARAT,BOGOR,LEUWILIANG,BARENGKOK,SPPG Bogor Leuwiliang Barengkok 2
372,JAWA BARAT,GARUT,LELES,SUKARAME,SPPG Garut Leles Sukarame
373,JAWA BARAT,KOTA CIMAHI,CIMAHI SELATAN,CIBEBER,SPPG Kota Cimahi Cimahi Selatan Cibeber 2
374,JAWA BARAT,PURWAKARTA,TEGALWARU,CADASSARI,SPPG Purwakarta Tegalwaru Cadassari
375,JAWA BARAT,BOGOR,CIBINONG,PAKANSARI,SPPG Bogor Cibinong Pakansari
376,JAWA BARAT,SUKABUMI,CIEMAS,CIEMAS,SPPG Sukabumi Ciemas Ciemas
377,JAWA BARAT,GARUT,CIKELET,CIJAMBE,SPPG Garut Cikelet Cijambe
378,JAWA BARAT,BOGOR,NANGGUNG,BATU TULIS,SPPG Bogor Nanggung Batu Tulis
379,JAWA BARAT,SUBANG,BLANAKAN,BLANAKAN,SPPG Subang Blanakan Blanakan 1
380,JAWA BARAT,SUKABUMI,CICANTAYAN,CIJALINGAN,SPPG Sukabumi Cicantayan Cijalingan 2
381,JAWA BARAT,SUKABUMI,CICANTAYAN,CIJALINGAN,SPPG Sukabumi Cicantayan Cijalingan 2
382,JAWA BARAT,SUKABUMI,CIEMAS,CIEMAS,SPPG Sukabumi Ciemas Ciemas
383,JAWA BARAT,KOTA BANDUNG,REGOL,CIGERELENG,SPPG Kota Bandung Regol Cigereleng 2
384,JAWA BARAT,PURWAKARTA,TEGALWARU,CADASSARI,SPPG Purwakarta Tegalwaru Cadassari
385,JAWA BARAT,BOGOR,CIBINONG,PAKANSARI,SPPG Bogor Cibinong Pakansari
386,JAWA BARAT,KUNINGAN,CILIMUS,CILIMUS,SPPG Kuningan Cilimus Cilimus 2
387,JAWA BARAT,CIREBON,MUNDU,SUCI,SPPG Cirebon Mundu Suci
388,JAWA BARAT,BOGOR,NANGGUNG,BATU TULIS,SPPG Bogor Nanggung Batu Tulis
389,JAWA BARAT,SUBANG,BLANAKAN,BLANAKAN,SPPG Subang Blanakan Blanakan 1
390,JAWA BARAT,GARUT,GARUT KOTA,MUARA SANDING,SPPG Garut Garut Kota Muara Sanding 1
391,JAWA BARAT,INDRAMAYU,SUKRA,SUKRA,SPPG Indramayu Sukra Sukra
392,JAWA BARAT,KOTA BANDUNG,REGOL,CIGERELENG,SPPG Kota Bandung Regol Cigereleng 2
393,JAWA BARAT,BOGOR,CIBINONG,SUKAHATI,SPPG Bogor Cibinong Sukahati 3
394,JAWA BARAT,INDRAMAYU,KEDOKAN BUNDER,JAYAWINANGUN,SPPG Indramayu Kedokan Bunder Jayawinangun
395,JAWA BARAT,GARUT,CIKELET,CIJAMBE,SPPG Garut Cikelet Cijambe
396,JAWA BARAT,GARUT,GARUT KOTA,MUARA SANDING,SPPG Garut Garut Kota Muara Sanding 1
397,JAWA BARAT,PURWAKARTA,TEGALWARU,CADASSARI,SPPG Purwakarta Tegalwaru Cadassari
398,JAWA BARAT,BOGOR,NANGGUNG,BATU TULIS,SPPG Bogor Nanggung Batu Tulis
399,JAWA BARAT,BANDUNG,CIKANCUNG,MANDALASARI,SPPG Bandung Cikancung Mandalasari
400,JAWA BARAT,SUBANG,BLANAKAN,BLANAKAN,SPPG Subang Blanakan Blanakan 1
401,JAWA BARAT,SUKABUMI,CICANTAYAN,CIJALINGAN,SPPG Sukabumi Cicantayan Cijalingan 2
402,JAWA BARAT,SUKABUMI,CIEMAS,CIEMAS,SPPG Sukabumi Ciemas Ciemas
403,JAWA BARAT,KOTA BANDUNG,REGOL,CIGERELENG,SPPG Kota Bandung Regol Cigereleng 2
404,JAWA BARAT,PURWAKARTA,TEGALWARU,CADASSARI,SPPG Purwakarta Tegalwaru Cadassari
405,JAWA BARAT,BOGOR,CIBINONG,PAKANSARI,SPPG Bogor Cibinong Pakansari
406,JAWA BARAT,KUNINGAN,CILIMUS,CILIMUS,SPPG Kuningan Cilimus Cilimus 2
407,JAWA BARAT,SUBANG,BLANAKAN,BLANAKAN,SPPG Subang Blanakan Blanakan 1
408,JAWA BARAT,BOGOR,NANGGUNG,BATU TULIS,SPPG Bogor Nanggung Batu Tulis
409,JAWA BARAT,GARUT,GARUT KOTA,MUARA SANDING,SPPG Garut Garut Kota Muara Sanding 1
410,JAWA BARAT,CIAMIS,RANCAH,CISONTROL,SPPG Ciamis Rancah Cisontrol
411,JAWA BARAT,MAJALENGKA,MAJALENGKA,MAJALENGKA WETAN,SPPG Majalengka Majalengka Majalengka Wetan 3
412,JAWA BARAT,SUKABUMI,CIEMAS,CIEMAS,SPPG Sukabumi Ciemas Ciemas
413,JAWA BARAT,BOGOR,CIBINONG,PAKANSARI,SPPG Bogor Cibinong Pakansari
414,JAWA BARAT,SUKABUMI,CICANTAYAN,CIJALINGAN,SPPG Sukabumi Cicantayan Cijalingan 2
415,JAWA BARAT,GARUT,CIKELET,CIJAMBE,SPPG Garut Cikelet Cijambe
416,JAWA BARAT,GARUT,GARUT KOTA,MUARA SANDING,SPPG Garut Garut Kota Muara Sanding 1
417,JAWA BARAT,PURWAKARTA,TEGALWARU,CADASSARI,SPPG Purwakarta Tegalwaru Cadassari
418,JAWA BARAT,KOTA BANDUNG,REGOL,CIGERELENG,SPPG Kota Bandung Regol Cigereleng 2
419,JAWA BARAT,BANDUNG,CIKANCUNG,MANDALASARI,SPPG Bandung Cikancung Mandalasari
420,JAWA BARAT,GARUT,CIBATU,CIBUNAR,SPPG Garut Cibatu Cibunar
421,JAWA BARAT,PURWAKARTA,SUKATANI,SUKATANI,SPPG Purwakarta Sukatani Sukatani 3
422,JAWA BARAT,BOGOR,CIBINONG,SUKAHATI,SPPG Bogor Cibinong Sukahati 3
423,JAWA BARAT,MAJALENGKA,MAJALENGKA,MAJALENGKA WETAN,SPPG Majalengka Majalengka Majalengka Wetan 3
424,JAWA BARAT,SUBANG,CIJAMBE,TANJUNGWANGI,SPPG Subang Cijambe Tanjungwangi
425,JAWA BARAT,KUNINGAN,CIPICUNG,SUSUKAN,SPPG Kuningan Cipicung Susukan
426,JAWA BARAT,INDRAMAYU,KEDOKAN BUNDER,JAYAWINANGUN,SPPG Indramayu Kedokan Bunder Jayawinangun
427,JAWA BARAT,GARUT,CIBIUK,MAJASARI,SPPG Garut Cibiuk Majasari
428,JAWA BARAT,INDRAMAYU,INDRAMAYU,KARANGSONG,SPPG Indramayu Indramayu Karangsong 2
429,JAWA BARAT,GARUT,GARUT KOTA,MUARA SANDING,SPPG Garut Garut Kota Muara Sanding 2
430,JAWA BARAT,GARUT,CIBATU,CIBUNAR,SPPG Garut Cibatu Cibunar
431,JAWA BARAT,KUNINGAN,CIPICUNG,SUSUKAN,SPPG Kuningan Cipicung Susukan
432,JAWA BARAT,KUNINGAN,CILIMUS,CILIMUS,SPPG Kuningan Cilimus Cilimus 2
433,JAWA BARAT,KOTA BANDUNG,REGOL,CIGERELENG,SPPG Kota Bandung Regol Cigereleng 2
434,JAWA BARAT,CIAMIS,RANCAH,CISONTROL,SPPG Ciamis Rancah Cisontrol
435,JAWA BARAT,SUKABUMI,CIEMAS,CIEMAS,SPPG Sukabumi Ciemas Ciemas
436,JAWA BARAT,BOGOR,CIBINONG,PAKANSARI,SPPG Bogor Cibinong Pakansari
437,JAWA BARAT,SUKABUMI,CICANTAYAN,CIJALINGAN,SPPG Sukabumi Cicantayan Cijalingan 2
438,JAWA BARAT,SUKABUMI,CICURUG,KUTAJAYA,SPPG Sukabumi Cicurug Kutajaya
439,JAWA BARAT,GARUT,GARUT KOTA,MUARA SANDING,SPPG Garut Garut Kota Muara Sanding 1
440,JAWA BARAT,SUBANG,BLANAKAN,BLANAKAN,SPPG Subang Blanakan Blanakan 1
441,JAWA BARAT,KUNINGAN,CILIMUS,CILIMUS,SPPG Kuningan Cilimus Cilimus 2
442,JAWA BARAT,SUKABUMI,CICURUG,KUTAJAYA,SPPG Sukabumi Cicurug Kutajaya
443,JAWA BARAT,INDRAMAYU,SUKRA,SUKRA,SPPG Indramayu Sukra Sukra
444,JAWA BARAT,KOTA BANDUNG,REGOL,CIGERELENG,SPPG Kota Bandung Regol Cigereleng 2
445,JAWA BARAT,BANDUNG,CILEUNYI,CILEUNYI WETAN,SPPG Bandung Cileunyi Cileunyi Wetan 3
446,JAWA BARAT,TASIKMALAYA,CIKATOMAS,PAKEMITAN,SPPG Tasikmalaya Cikatomas Pakemitan 3
447,JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,CIPARI,SPPG Kota Tasikmalaya Mangkubumi Cipari
448,JAWA BARAT,KOTA BOGOR,BOGOR UTARA,CIBULUH,SPPG Kota Bogor Bogor Utara Cibuluh 2
449,JAWA BARAT,GARUT,CIKELET,CIJAMBE,SPPG Garut Cikelet Cijambe
450,JAWA BARAT,GARUT,GARUT KOTA,MUARA SANDING,SPPG Garut Garut Kota Muara Sanding 1
451,JAWA BARAT,BOGOR,LEUWILIANG,BARENGKOK,SPPG Bogor Leuwiliang Barengkok 3
452,JAWA BARAT,KOTA DEPOK,TAPOS,SUKAMAJU BARU,SPPG Kota Depok Tapos Sukamaju Baru
453,JAWA BARAT,KUNINGAN,CILIMUS,CILIMUS,SPPG Kuningan Cilimus Cilimus 2
454,JAWA BARAT,KOTA BANDUNG,REGOL,CIGERELENG,SPPG Kota Bandung Regol Cigereleng 2
455,JAWA BARAT,CIAMIS,RANCAH,CISONTROL,SPPG Ciamis Rancah Cisontrol
456,JAWA BARAT,SUKABUMI,CIEMAS,CIEMAS,SPPG Sukabumi Ciemas Ciemas
457,JAWA BARAT,SUKABUMI,CICANTAYAN,CIJALINGAN,SPPG Sukabumi Cicantayan Cijalingan 2
458,JAWA BARAT,SUKABUMI,CICURUG,KUTAJAYA,SPPG Sukabumi Cicurug Kutajaya
459,JAWA BARAT,BOGOR,CIAMPEA,BOJONGJENGKOL,SPPG Bogor Ciampea Bojongjengkol
460,JAWA BARAT,SUBANG,SUBANG,KARANGANYAR,SPPG Subang Subang Karanganyar 3
461,JAWA BARAT,CIAMIS,RANCAH,CISONTROL,SPPG Ciamis Rancah Cisontrol
462,JAWA BARAT,CIAMIS,LAKBOK,CINTAJAYA,SPPG Ciamis Lakbok Cintajaya
463,JAWA BARAT,KOTA BANDUNG,REGOL,CIGERELENG,SPPG Kota Bandung Regol Cigereleng 2
464,JAWA BARAT,SUKABUMI,CIEMAS,CIEMAS,SPPG Sukabumi Ciemas Ciemas
465,JAWA BARAT,INDRAMAYU,KARANGAMPEL,KAPLONGAN LOR,SPPG Indramayu Karangampel Kaplongan Lor
466,JAWA BARAT,CIAMIS,PAMARICAN,NEGLASARI,SPPG Ciamis Pamarican Neglasari
467,JAWA BARAT,BANDUNG BARAT,PADALARANG,PADALARANG,SPPG Bandung Barat Padalarang Padalarang 2
468,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,SUKATANI,SPPG Bandung Barat Ngamprah Sukatani 2
469,JAWA BARAT,KOTA DEPOK,LIMO,LIMO,SPPG Kota Depok Limo Limo 3
470,JAWA BARAT,SUKABUMI,CICANTAYAN,CIJALINGAN,SPPG Sukabumi Cicantayan Cijalingan 2
471,JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,CIPARI,SPPG Kota Tasikmalaya Mangkubumi Cipari
472,JAWA BARAT,GARUT,PASIRWANGI,PADAAWAS,SPPG Garut Pasirwangi Padaawas 2
473,JAWA BARAT,SUMEDANG,PAMULIHAN,CIPTASARI,SPPG Sumedang Pamulihan Ciptasari
474,JAWA BARAT,CIANJUR,HAURWANGI,HAURWANGI,SPPG Cianjur Haurwangi Haurwangi 3
475,JAWA BARAT,KUNINGAN,CIPICUNG,SUSUKAN,SPPG Kuningan Cipicung Susukan
